"","SubjectID","EvaluatorID","Relationship","StartDate","EndDate","GritPas_2","GritPas_4","GritPas_22","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumMot_4","HumMot_5","HumMot_6","HumMot_9","HumMot_13","HumRec_9","HumRec_10","HumRec_12","HumRec_13","HumRec_14","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","GritPer_scale","GritPas_scale","HumMot_scale","HumRec_scale","Giver_scale","Matcher_scale","Taker_scale","avg_perf","year","class"
"941","P_4U6mmJ4CVnCHHEh","P_bC0HTIyPXcv1doF","Peer","1600970604","1600972080",5,4,4,4,3,4,5,6,4,4,6,4,6,5,6,4,5,6,5,6,5,5,6,6,6,5,5,3,6,7,3,4,4,4,3,74,70,67,74,76,4.8,4.14285714285714,5.2,5.4,5.6,4.75,3.75,72.2,"2020","2021"
"942","P_4U6mmJ4CVnCHHEh","P_ac4XdMpoIJqYx93","Peer","1601282426","1601320295",4,4,4,4,5,4,5,6,5,6,6,4,5,6,5,4,6,4,6,4,5,6,6,4,5,4,5,2,3,4,5,4,4,2,2,75,70,70,75,75,5.4,4.28571428571429,5.2,5,4.8,3.5,3,73,"2020","2021"
"943","P_4U6mmJ4CVnCHHEh","P_6m0zPowdaixspTL","Peer","1601317645","1601322462",6,6,4,1,4,2,6,7,4,6,6,4,6,6,6,7,6,4,4,7,4,7,7,7,4,6,7,1,4,4,4,2,4,1,1,90,90,95,87,91,5.4,4.14285714285714,6.2,5.2,6.2,3.25,2,90.6,"2020","2021"
"944","P_4U6mmJ4CVnCHHEh","P_07HOTA1yYqwkBtr","Peer","1601320849","1601324418",4,6,6,4,5,4,4,7,5,4,6,5,4,3,4,6,4,4,4,4,4,4,4,4,5,4,4,2,4,6,4,4,4,4,2,71,66,75,74,73,5.4,4.71428571428571,4.2,4,4.2,4,3.5,71.8,"2020","2021"
"945","P_4U6mmJ4CVnCHHEh","P_eaqnjd1IMHSF4pv","Other","1600991028","1601046559",5,4,6,5,4,3,4,7,7,6,7,3,7,7,7,6,7,5,7,7,2,7,7,7,7,7,7,1,6,6,4,5,2,2,1,98,100,100,99,99,6,4.42857142857143,6.8,5.6,7,4.25,2.5,99.2,"2020","2021"
"946","P_4U6mmJ4CVnCHHEh","P_2mHLL7bQLXyyV2B","Manager","1601061981","1601118271",2,5,2,2,6,3,3,7,5,5,6,5,6,7,6,3,7,5,3,5,5,6,7,4,7,2,2,2,2,6,2,6,2,3,5,85,90,95,95,90,5.6,3.28571428571429,5.8,4.8,4.4,3,4,91,"2020","2021"
"947","P_4U6mmJ4CVnCHHEh","P_cI6hRZOGDDA2Gy1","Other","1601061352","1601304442",7,4,7,6,7,4,7,6,7,3,7,4,6,7,6,5,7,2,4,6,5,7,6,4,6,5,7,1,4,6,4,1,2,1,2,80,80,100,77,87,5.4,6,6.2,4.8,5.6,3.75,1.5,84.8,"2020","2021"
"948","P_4U6mmJ4CVnCHHEh","P_bCvx08yIj1qHIi1","Manager","1601085498","1601324491",5,4,5,3,6,3,6,7,7,6,6,4,7,5,7,7,3,5,5,7,3,5,6,4,7,5,6,3,5,5,2,6,4,2,2,85,85,90,80,85,6,4.57142857142857,5.8,5,5.6,3.75,3.5,85,"2020","2021"
"949","P_4USG7LmkHJucMXH","P_4USG7LmkHJucMXH","Self","1600110645","1601307210",5,4,6,3,6,5,6,6,3,6,5,4,6,6,6,6,6,4,5,5,3,6,6,6,7,4,4,5,6,6,5,6,5,5,3,70,70,80,70,71,4.8,5,6,4.6,5.4,5.5,4.75,72.2,"2020","2021"
"950","P_4USG7LmkHJucMXH","P_8nXocW0YCMlXNWd","Fellow Student","1600111306","1600113949",6,4,4,4,4,4,6,4,4,6,6,4,6,6,6,4,6,6,4,6,4,6,6,6,6,6,6,3,6,4,4,4,4,4,2,96,88,94,95,95,4.8,4.57142857142857,5.6,5.2,6,4.25,3.5,93.6,"2020","2021"
"951","P_4USG7LmkHJucMXH","P_e9YX1Hx6KYlMX8F","Fellow Student","1600953157","1600953617",4,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,5,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,NA,NA,NA,NA,80,4.4,4.14285714285714,4.6,4,4.4,4,4.5,80,"2020","2021"
"952","P_4USG7LmkHJucMXH","P_1LY4vC3urk2JHhj","Fellow Student","1601292639","1601293455",6,4,5,5,6,4,5,5,5,5,5,5,6,4,5,6,5,6,4,5,4,5,6,5,5,5,5,5,5,5,5,5,4,4,4,88,80,81,91,89,5,5,5.2,4.8,5.2,5,4.25,85.8,"2020","2021"
"953","P_4USG7LmkHJucMXH","P_cIqyAPOWULTobR3","Fellow Student","1601292208","1601310492",5,5,2,2,4,2,5,5,5,3,5,5,6,2,6,5,3,4,4,5,3,6,5,NA,6,5,5,2,6,6,1,2,2,2,3,60,60,80,60,70,4.6,3.57142857142857,4.4,4.4,5.25,3.75,2.25,66,"2020","2021"
"954","P_4USG7LmkHJucMXH","P_cBDPSOroGivNnwh","Fellow Student","1601117522","1601118391",5,6,6,1,5,2,7,7,4,7,4,5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,6,1,1,7,2,4,2,81,100,100,100,90,5.4,4.57142857142857,6.8,7,7,2.25,3.75,94.2,"2020","2021"
"955","P_4USG7LmkHJucMXH","P_eaMmj67vXD1LjDv","Fellow Student","1600332675","1600333544",4,5,3,2,2,2,4,6,5,6,6,5,6,3,6,5,3,5,4,6,2,6,7,7,6,4,6,4,6,7,2,2,2,1,1,94,70,85,91,81,5.6,3.14285714285714,4.6,4.6,6,4.75,1.5,84.2,"2020","2021"
"956","P_4USG7LmkHJucMXH","P_9vr3eDcIbB8n1Bj","Manager","1601217865","1601219467",4,4,7,4,5,4,4,5,6,4,7,4,7,7,4,6,4,4,4,6,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,70,62,82,68,71,5.2,4.57142857142857,5.6,4.4,4.6,4,4,70.6,"2020","2021"
"957","P_4USG7LmkHJucMXH","P_bmGWfcLiUVoD1UV","Manager","1600671119","1601319173",5,4,6,5,5,4,6,7,6,6,7,6,6,7,6,6,7,5,6,6,6,6,6,6,5,5,6,2,4,4,2,3,4,4,2,50,NA,90,NA,60,6.4,5,6.4,5.8,5.6,3,3.25,66.6666666666667,"2020","2021"
"958","P_4VggxG74LXgpzwh","P_4VggxG74LXgpzwh","Self","1601031261","1601033860",5,2,5,5,3,3,4,7,5,7,7,7,7,7,5,6,7,7,7,6,7,6,7,7,7,7,7,1,7,1,1,7,2,3,6,91,91,89,93,91,6.6,3.85714285714286,6.4,6.6,7,2.5,4.5,91,"2020","2022"
"959","P_4VggxG74LXgpzwh","P_25DqfPXvp3agYXX","Other","1601035295","1601049598",6,7,6,4,7,6,6,7,7,7,7,6,4,5,7,6,7,7,4,7,5,6,6,6,7,4,6,2,4,2,1,4,2,2,2,0,0,100,0,0,6.8,6,5.8,5.8,5.8,2.25,2.5,20,"2020","2022"
"960","P_4VggxG74LXgpzwh","P_0kWsLwdrbZRKp4p","Other","1601057840","1601223461",7,7,4,4,4,4,4,6,6,7,5,6,5,7,7,4,7,6,4,5,4,6,5,6,4,6,5,4,6,4,4,4,4,4,4,85,85,70,85,78,6,4.85714285714286,6,5,5.2,4.5,4,80.6,"2020","2022"
"961","P_4VggxG74LXgpzwh","P_3eEYvYqoZ8yTpEV","Peer","1601329644","1601336919",5,7,6,3,5,3,5,6,6,7,7,3,4,4,3,6,5,6,4,6,5,6,6,4,5,6,6,2,6,7,3,4,5,5,3,80,70,52,90,69,5.8,4.85714285714286,4.4,5.4,5.4,4.5,4.25,72.2,"2020","2022"
"962","P_4VggxG74LXgpzwh","P_cuzV1worjMMIgMR","Peer","1601343137","1601344620",4,4,5,2,6,2,4,5,5,5,4,5,5,5,7,5,6,6,5,4,4,5,5,4,5,4,4,5,4,5,4,5,6,5,2,NA,NA,40,60,NA,4.8,3.85714285714286,5.6,4.8,4.4,4.5,4.5,50,"2020","2022"
"963","P_4Z7nAzPCoD6BV2Z","P_4Z7nAzPCoD6BV2Z","Self","1599222156","1599254088",3,2,2,2,6,3,3,6,5,6,5,4,6,3,4,6,6,5,4,5,5,5,5,5,7,6,6,3,5,5,3,6,4,5,3,90,90,75,85,83,5.2,3,5,4.8,5.8,4,4.5,84.6,"2020","2022"
"964","P_4Z7nAzPCoD6BV2Z","P_1AOxCsPB7d3i7U9","Peer","1599826874","1599830291",6,6,6,6,5,5,6,6,6,5,6,5,6,6,6,6,6,4,5,6,6,6,6,6,5,4,5,4,6,4,2,2,4,1,1,81,74,93,80,89,5.6,5.71428571428571,6,5.4,5.2,4,2,83.4,"2020","2022"
"965","P_4Z7nAzPCoD6BV2Z","P_57rqv7BiRPTf5oV","Learning Teammate","1599487563","1599487890",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,65,NA,74,NA,NA,4,4,4,4,4,4,4,69.5,"2020","2022"
"966","P_4Z7nAzPCoD6BV2Z","P_b8ek1lQ6Nlypw21","Peer","1599942227","1599944656",4,4,5,3,4,3,4,6,5,5,5,5,4,5,5,6,6,4,4,5,4,5,4,4,5,4,5,3,4,2,4,4,2,2,2,80,90,80,70,90,5.2,3.85714285714286,5.2,4.4,4.4,3.25,2.5,82,"2020","2022"
"967","P_4Z7nAzPCoD6BV2Z","P_5AUx21unHTuACWN","Peer","1599503912","1600623433",6,4,4,3,5,5,5,7,7,6,6,4,5,6,5,7,6,6,4,5,5,7,4,4,7,4,5,4,5,3,4,4,6,5,4,91,90,75,90,90,6,4.57142857142857,5.8,5.4,4.8,4,4.75,87.2,"2020","2022"
"968","P_4Z7nAzPCoD6BV2Z","P_d6bihgTG65Soy7X","Learning Teammate","1601285301","1601286129",4,4,4,2,5,2,5,6,5,5,6,6,5,4,4,4,4,4,5,4,4,6,4,4,5,4,4,6,4,6,5,4,3,2,2,61,61,82,61,61,5.6,3.71428571428571,4.2,4.6,4.2,5.25,2.75,65.2,"2020","2022"
"969","P_50eTTKM110r61mZ","P_50eTTKM110r61mZ","Self","1599503617","1599504435",6,2,6,6,7,7,4,6,5,6,7,5,7,6,6,7,7,5,6,6,5,7,7,7,6,7,7,2,5,6,3,5,4,5,5,60,60,70,70,65,5.8,5.42857142857143,6.6,5.8,6.8,4,4.75,65,"2020","2021"
"970","P_50eTTKM110r61mZ","P_cBmiUhDj54cmut7","Learning Teammate","1600260615","1600269164",5,3,4,3,3,3,4,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,3,5,3,4,5,3,5,65,74,70,76,66,4.6,3.57142857142857,5,4.8,4.6,3.75,4.25,70.2,"2020","2021"
"971","P_50eTTKM110r61mZ","P_4JBCRD6kPvsl8A5","Learning Teammate","1600986613","1600987602",7,2,5,5,5,2,2,7,6,6,6,6,5,5,6,5,6,6,4,5,4,6,6,5,7,6,7,1,6,5,1,2,3,3,2,93,91,95,94,95,6.2,4,5.4,5,6.2,3.25,2.5,93.6,"2020","2021"
"972","P_50eTTKM110r61mZ","P_6GzGjaFSORqoIGV","Learning Teammate","1600376466","1601031915",4,4,4,4,4,4,4,6,4,6,6,4,4,6,6,4,4,4,4,4,4,6,4,4,6,4,6,2,4,4,2,4,4,4,2,95,NA,95,95,95,5.2,4,4.8,4.4,4.8,3,3.5,95,"2020","2021"
"973","P_50eTTKM110r61mZ","P_6SecaQAEEPIXjBb","Fellow Student","1601035040","1601205898",6,6,6,1,6,4,4,6,6,7,6,5,6,4,6,6,NA,7,2,2,2,7,6,4,6,5,2,6,5,6,2,6,4,6,4,70,75,95,80,80,6,4.71428571428571,5.5,4,4.6,4.75,5,80,"2020","2021"
"974","P_50eTTKM110r61mZ","P_eUN9MLNALltM1GR","Peer","1601312550","1601338726",6,4,5,6,2,4,5,6,7,6,7,5,6,7,6,7,7,6,7,7,6,6,7,6,7,4,4,4,6,7,2,7,5,6,2,91,92,91,92,92,6.2,4.57142857142857,6.6,6.4,5.6,4.75,5,91.6,"2020","2021"
"975","P_50eTTKM110r61mZ","P_ektbHQOaerUb6ip","Fellow Student","1600442813","1600445454",5,4,6,3,4,4,4,4,4,5,6,5,6,5,6,6,6,6,4,5,4,6,5,5,5,6,4,2,6,4,2,2,4,4,2,NA,58,68,62,NA,4.8,4.28571428571429,5.8,5,5,3.5,3,62.6666666666667,"2020","2021"
"976","P_54GoaQwQtDJoCs5","P_54GoaQwQtDJoCs5","Self","1601225790","1601226691",5,3,5,6,7,7,4,6,6,6,6,6,5,5,4,6,5,6,5,5,2,6,6,6,6,5,2,5,6,5,5,7,7,6,5,80,75,65,60,70,6,5.28571428571429,5,4.8,5,5.25,6.25,70,"2020","2021"
"977","P_54GoaQwQtDJoCs5","P_5bvBw55EODjhRUF","Peer","1601843262","1601843568",4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,36,63,35,37,37,4.2,4,4,4,4,4,4,41.6,"2020","2021"
"978","P_54GoaQwQtDJoCs5","P_77G7gYhv505Pfh3","Fellow Student","1601292215","1601333262",4,2,4,2,2,4,2,5,3,5,5,3,5,7,5,3,6,5,4,3,5,6,5,5,5,2,3,2,6,2,2,2,5,3,5,71,40,84,65,69,4.2,2.85714285714286,5.2,4.6,4,3,3.75,65.8,"2020","2021"
"979","P_54GoaQwQtDJoCs5","P_2uhInbFucKZLMHj","Fellow Student","1601294840","1601325620",6,5,4,5,3,3,4,6,5,7,5,6,6,6,6,7,5,5,4,5,5,6,6,7,5,7,7,1,6,4,1,1,1,4,1,81,73,89,39,81,5.8,4.28571428571429,6,5,6.4,3,1.75,72.6,"2020","2021"
"980","P_54GoaQwQtDJoCs5","P_1Y7SseCxK6omF4F","Fellow Student","1601323783","1601325044",6,4,1,2,2,1,7,7,3,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,1,7,4,1,1,1,1,1,95,100,100,85,90,6,3.28571428571429,7,6.8,7,3.25,1,94,"2020","2021"
"981","P_54GoaQwQtDJoCs5","P_3ItrvVRc1fZCsL3","Fellow Student","1601894880","1601895550",6,5,4,2,4,3,4,6,3,6,5,7,6,5,7,5,5,5,5,6,4,4,5,4,6,4,5,3,5,5,3,4,2,3,2,76,86,81,88,84,5.4,4,5.6,4.8,4.8,4,2.75,83,"2020","2021"
"982","P_54GoaQwQtDJoCs5","P_3eEX3KoMLtGOHsN","Learning Teammate","1601915838","1601923750",6,7,7,2,4,1,6,7,7,7,7,7,7,6,6,7,7,6,6,7,7,7,7,7,7,7,7,3,7,7,4,6,1,6,1,100,100,100,100,100,7,4.71428571428571,6.6,6.6,7,5.25,3.5,100,"2020","2021"
"983","P_54JhTYjd5XSvHi5","P_54JhTYjd5XSvHi5","Self","1599947197","1599948328",2,2,7,5,6,3,7,7,5,6,7,5,7,6,4,7,6,7,5,7,6,7,7,5,4,7,5,2,6,6,3,6,2,1,4,95,85,60,93,85,6,4.57142857142857,6,6.4,5.6,4.25,3.25,83.6,"2020","2021"
"984","P_54JhTYjd5XSvHi5","P_0cAn1idTz8ripox","Peer","1600267119","1600267895",6,4,6,5,4,6,6,7,6,4,7,7,6,6,4,7,7,3,4,7,5,5,7,4,4,7,7,2,5,6,2,2,6,2,1,90,90,90,90,90,6.2,5.28571428571429,6,4.8,5.8,3.75,2.75,90,"2020","2021"
"985","P_54JhTYjd5XSvHi5","P_8itWPpy0fmF4OUd","Peer","1601823901","1601825555",6,5,6,5,6,6,6,7,7,6,6,5,6,5,6,6,6,6,6,6,6,6,6,4,6,6,5,6,4,6,5,5,5,4,4,96,96,87,97,93,6.2,5.71428571428571,5.8,6,5.4,5.25,4.5,93.8,"2020","2021"
"986","P_54JhTYjd5XSvHi5","P_9LegdLSO90PjKOF","Peer","1600122691","1600124393",7,6,6,2,6,2,7,7,5,6,7,6,4,6,6,7,7,6,4,7,4,4,6,6,7,7,6,2,6,6,4,2,4,4,1,100,100,90,100,100,6.2,5.14285714285714,6,5,6.4,4.5,2.75,98,"2020","2021"
"987","P_54JhTYjd5XSvHi5","P_agDtWEMttee3dMV","Peer","1599949666","1601233722",6,5,4,4,5,5,6,7,4,5,6,4,4,3,4,6,5,6,4,6,4,5,5,4,6,6,5,4,4,5,5,5,6,6,3,91,91,71,81,86,5.2,5,4.4,5,5.2,4.5,5,84,"2020","2021"
"988","P_54JhTYjd5XSvHi5","P_6EHFzd3nI7UVwcl","Peer","1600676063","1601310241",1,4,6,5,5,5,5,6,5,6,6,5,4,6,5,4,6,4,6,4,5,6,6,5,6,6,5,4,4,4,4,3,4,3,2,85,90,80,90,85,5.6,4.42857142857143,5,5,5.6,4,3,86,"2020","2021"
"989","P_54JhTYjd5XSvHi5","P_4I2KTVJJW6wLwb3","Peer","1600185464","1600625818",7,7,7,1,7,1,7,7,4,7,7,4,7,1,7,7,7,7,6,7,6,6,7,7,4,7,7,1,7,1,1,4,4,1,1,100,100,100,100,100,5.8,5.28571428571429,5.8,6.4,6.4,2.5,2.5,100,"2020","2021"
"990","P_54JhTYjd5XSvHi5","P_3mb90CjE5FV4Bwh","Manager","1600154473","1600680429",7,7,4,1,4,4,7,7,6,7,7,7,7,4,7,6,6,6,4,6,2,4,7,6,4,7,7,1,6,4,4,1,1,1,1,100,100,100,100,100,6.8,4.85714285714286,6,4.4,6.2,3.75,1,100,"2020","2021"
"991","P_54JhTYjd5XSvHi5","P_do2nuqxtAt5wJgN","Manager","1600951424","1600960387",7,4,6,2,4,5,6,6,5,6,7,5,7,7,7,7,7,5,4,7,4,5,6,4,6,5,4,1,4,1,1,1,1,4,1,95,91,90,97,93,5.8,4.85714285714286,7,5,5,1.75,1.75,93.2,"2020","2021"
"992","P_54JhTYjd5XSvHi5","P_8IlXLGj3kFKUjK5","Peer","1601309920","1601311071",4,4,7,4,4,4,6,7,4,6,6,4,7,4,7,7,6,6,4,6,4,5,6,4,5,4,4,6,4,1,2,4,4,4,4,100,100,91,100,100,5.4,4.71428571428571,6.2,5,4.6,3.25,4,98.2,"2020","2021"
"993","P_555szordZ0sAlWR","P_555szordZ0sAlWR","Self","1601324650","1601326563",7,4,5,3,7,5,5,6,4,5,7,5,7,7,5,5,7,6,7,5,7,7,5,4,7,7,5,7,7,7,6,7,5,7,5,81,30,61,NA,NA,5.4,5.14285714285714,6.2,6.4,5.6,6.75,6,57.3333333333333,"2020","2022"
"994","P_555szordZ0sAlWR","P_6GshfXacB2bJ1nn","Peer","1599640645","1599642598",4,7,6,2,6,3,3,6,4,5,6,7,6,6,5,7,5,6,5,7,6,5,4,3,4,7,7,4,6,6,5,6,6,6,2,90,59,91,NA,82,5.6,4.42857142857143,5.8,5.8,5,5.25,5,80.5,"2020","2022"
"995","P_555szordZ0sAlWR","P_2srVcqnOuTYJbAp","Peer","1599845275","1599854881",6,6,6,2,7,2,6,6,7,6,6,6,7,6,6,6,6,4,4,6,6,6,2,4,6,6,5,2,4,6,1,5,3,2,4,90,90,80,95,90,6.2,5,6.2,5.2,4.6,3.25,3.5,89,"2020","2022"
"996","P_555szordZ0sAlWR","P_5gzHPBv8aATcqTH","DirectReport","1600963815","1601027177",6,4,5,5,5,5,5,7,6,7,7,6,6,7,6,7,7,7,4,7,5,7,6,6,6,6,5,4,6,6,2,4,4,3,2,98,98,98,98,98,6.6,5,6.6,6,5.8,4.5,3.25,98,"2020","2022"
"997","P_555szordZ0sAlWR","P_d6HxnutyABgjx2J","Manager","1600980218","1601137071",5,6,6,4,7,6,5,7,6,7,6,6,5,6,4,7,6,5,6,7,6,6,6,6,6,6,6,4,5,6,4,6,6,7,4,85,95,95,85,90,6.4,5.57142857142857,5.6,6,6,4.75,5.75,90,"2020","2022"
"998","P_555szordZ0sAlWR","P_cZ88xWIoKh8s4AJ","Manager","1599555799","1601283338",6,6,6,6,7,6,6,7,6,6,7,7,6,6,6,7,4,7,5,7,6,6,7,6,4,6,6,4,7,3,6,5,5,3,3,97,98,82,97,98,6.6,6.14285714285714,5.8,6.2,5.8,5,4,94.4,"2020","2022"
"999","P_555szordZ0sAlWR","P_6lnl27kEpdVGe3z","Manager","1599653172","1599663664",5,4,6,2,6,4,5,7,5,6,7,5,6,6,7,7,6,4,5,7,6,6,7,6,7,7,6,2,4,7,3,2,2,2,1,91,91,91,92,92,6,4.57142857142857,6.4,5.6,6.6,4,1.75,91.4,"2020","2022"
"1000","P_555szordZ0sAlWR","P_eeszaleN1EQUxpz","Manager","1600121002","1600390839",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,6,NA,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,100,90,90,6,NA,6,6,6,NA,NA,94,"2020","2022"
"1001","P_56DZgyqKLaFjFfn","P_56DZgyqKLaFjFfn","Self","1601289077","1601405260",1,2,2,6,5,5,2,6,5,6,6,3,6,6,6,3,7,5,3,5,4,6,7,6,7,5,5,3,6,2,2,5,2,5,5,61,40,90,62,51,5.2,3.28571428571429,5.6,4.6,6,3.25,4.25,60.8,"2020","2021"
"1002","P_56DZgyqKLaFjFfn","P_3gAqcxQNMHTHg1v","Fellow Student","1601315359","1601317653",1,3,3,2,2,1,2,5,3,4,5,2,5,5,3,3,4,4,5,4,6,6,5,4,6,5,2,3,5,4,2,4,3,4,3,87,73,88,74,83,3.8,2,4,5,4.4,3.5,3.5,81,"2020","2021"
"1003","P_56DZgyqKLaFjFfn","P_2gDXIMcH5hyMJ37","Fellow Student","1601835135","1601849634",2,6,4,4,2,2,3,7,6,6,7,3,6,5,6,7,7,6,4,7,3,7,6,6,7,7,7,1,4,4,4,4,3,1,1,84,NA,91,96,90,5.8,3.28571428571429,6.2,5.4,6.6,3.25,2.25,90.25,"2020","2021"
"1004","P_56DZgyqKLaFjFfn","P_cNQ1yF7ySfiDsbP","Fellow Student","1601665923","1601666722",3,4,6,1,5,2,6,6,5,3,5,3,6,4,6,4,4,6,4,6,4,6,6,4,6,6,7,2,6,4,1,2,2,1,1,92,92,100,95,95,4.4,3.85714285714286,4.8,5.2,5.8,3.25,1.5,94.8,"2020","2021"
"1005","P_56DZgyqKLaFjFfn","P_03d9TFaOPzmWBud","Fellow Student","1601840380","1601840919",3,4,2,1,2,4,3,5,6,6,3,6,4,4,5,7,7,4,4,4,3,5,6,4,7,7,7,3,4,6,1,3,4,2,2,70,60,70,50,66,5.2,2.71428571428571,5.4,4,6.2,3.5,2.75,63.2,"2020","2021"
"1006","P_56DZgyqKLaFjFfn","P_8GmTWM3YjDcZnw1","Fellow Student","1601748047","1601750491",6,6,6,3,2,4,7,7,7,7,6,6,6,6,6,6,6,5,4,6,4,6,6,6,4,5,6,4,5,5,4,4,4,5,3,83,83,96,85,92,6.6,4.85714285714286,6,5,5.4,4.5,4,87.8,"2020","2021"
"1007","P_56DZgyqKLaFjFfn","P_01ISX3Hs8tGh7dX","Manager","1600955195","1600955959",4,4,6,2,3,2,5,3,4,6,6,3,6,5,6,6,6,6,5,6,6,7,6,6,6,6,6,2,6,2,2,2,2,2,2,30,20,62,19,30,4.4,3.71428571428571,5.8,6,6,3,2,32.2,"2020","2021"
"1008","P_56DZgyqKLaFjFfn","P_cIJA8HGZLSSb7ud","Manager","1600953149","1601470230",5,6,6,3,3,4,5,6,6,5,6,4,5,5,6,7,5,5,3,6,4,6,6,6,6,6,6,1,6,2,4,5,3,6,3,80,80,93,61,81,5.4,4.57142857142857,5.6,4.8,6,3.25,4.25,79,"2020","2021"
"1009","P_56hZJmaKpAwfghL","P_56hZJmaKpAwfghL","Self","1600516995","1600518613",4,3,5,4,5,5,5,7,6,7,7,5,5,6,5,5,5,4,4,7,4,7,7,6,7,4,6,4,6,5,3,3,4,3,3,70,90,NA,81,75,6.4,4.42857142857143,5.2,5.2,6,4.5,3.25,79,"2020","2021"
"1010","P_56hZJmaKpAwfghL","P_ctKXYrTPZzakDMV","Peer","1601500987","1601501297",6,6,6,6,6,6,6,7,6,6,7,6,6,7,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,4,6,6,90,90,90,95,90,6.4,6,6.2,5.8,6,6,5,91,"2020","2021"
"1011","P_56hZJmaKpAwfghL","P_a42VHQFAXWtucWV","Fellow Student","1600070480","1600253502",6,6,6,2,5,5,2,7,6,4,6,3,4,4,3,5,6,6,4,7,5,5,7,5,6,6,5,2,6,2,2,2,6,3,2,95,91,80,90,90,5.2,4.57142857142857,4.4,5.4,5.8,3,3.25,89.2,"2020","2021"
"1012","P_56hZJmaKpAwfghL","P_2uhInbFucKZLMHj","Peer","1601279829","1601324860",5,5,6,5,4,4,5,6,6,5,5,5,5,6,6,5,6,6,5,6,5,6,6,6,6,6,6,2,5,6,1,2,2,5,1,91,81,95,90,91,5.4,4.85714285714286,5.6,5.6,6,3.5,2.5,89.6,"2020","2021"
"1013","P_56hZJmaKpAwfghL","P_03d9TFaOPzmWBud","Peer","1601051153","1601841811",6,7,7,3,5,2,7,7,7,7,7,6,5,6,5,6,6,7,4,6,3,7,6,6,7,7,6,1,4,6,1,2,4,5,1,95,85,80,97,97,6.8,5.28571428571429,5.6,5.4,6.4,3,3,90.8,"2020","2021"
"1014","P_56hZJmaKpAwfghL","P_bvEfUZbvduME7gp","Peer","1601300517","1601921393",6,4,6,5,6,3,4,7,5,6,6,6,4,6,6,5,6,5,6,5,6,6,6,6,6,6,3,4,5,5,3,5,4,4,3,91,91,80,94,91,6,4.85714285714286,5.4,5.6,5.4,4.25,4,89.4,"2020","2021"
"1015","P_56hZJmaKpAwfghL","P_8fhTT6LOfomcJ1z","Peer","1601222395","1601223828",6,6,7,5,7,4,7,7,7,7,7,6,6,7,7,7,7,6,4,7,4,6,7,7,7,6,6,4,4,4,6,6,4,3,4,100,100,89,100,100,6.8,6,6.8,5.4,6.6,4.5,4.25,97.8,"2020","2021"
"1016","P_56hZJmaKpAwfghL","P_3If72z2DcuRUnSR","Peer","1601647155","1601647790",6,6,7,6,6,6,7,6,6,6,6,5,6,6,6,6,6,6,4,7,7,6,7,6,6,6,6,4,6,6,4,6,5,6,2,90,90,80,90,90,5.8,6.28571428571429,6,6,6.2,5,4.75,88,"2020","2021"
"1017","P_56IIgV0bvUafZLT","P_56IIgV0bvUafZLT","Self","1600896261","1600897483",5,5,6,6,5,5,4,7,6,7,7,5,6,5,6,6,7,6,6,6,6,6,7,5,7,4,4,4,5,5,5,7,4,6,4,91,91,96,92,93,6.4,5.14285714285714,6,6,5.4,4.75,5.25,92.6,"2020","2022"
"1018","P_56IIgV0bvUafZLT","P_0SxwTt3L5LvI3uR","Learning Teammate","1599683735","1599685027",6,7,6,6,7,5,6,6,7,6,7,6,7,7,6,7,7,7,6,7,6,6,7,7,6,7,6,3,7,7,6,5,7,7,3,85,80,84,78,86,6.4,6.14285714285714,6.8,6.4,6.6,5.75,5.5,82.6,"2020","2022"
"1019","P_56IIgV0bvUafZLT","P_dm75Ijn6nsWD7St","Learning Teammate","1601228354","1601229571",6,6,6,4,4,4,6,7,4,6,6,6,6,4,6,6,5,5,4,6,4,4,6,6,6,4,5,4,7,5,4,4,4,4,3,92,92,100,100,100,5.8,5.14285714285714,5.4,4.6,5.4,5,3.75,96.8,"2020","2022"
